FIPS,EP_POV150,EP_AFAM,EP_HISP,EP_ASIAN,RISK_SCORE,HWAV_RISKS
27089,14.5,0.4,4.5,0.3,43.62074451,21.18994591
27091,21.0,0.4,4.8,0.4,54.62933503,52.59306395
27093,15.7,0.5,4.1,0.2,45.24339803,70.63315304
27095,19.4,0.4,2.5,0.5,19.5672924,64.11072224
27097,19.4,0.2,1.8,0.3,49.31594018,68.59688196
27099,23.4,3.7,11.9,4.9,64.26980592,53.99300032
27101,15.7,0.4,4.3,1.4,30.79860006,30.35316577
27103,15.3,2.4,4.7,1.5,52.11581292,53.61119949
27105,25.1,3.7,28.5,5.6,64.65160675,45.65701559
27107,17.1,0.7,5.3,0.5,25.86700605,36.36652879
27109,14.0,6.4,5.1,5.9,80.4327076,81.60992682
27111,17.3,1.1,3.6,0.5,63.18803691,69.26503341
27113,17.3,1.4,4.0,0.9,25.07158766,17.97645562
27115,20.5,2.0,3.0,0.7,37.19376392,52.72033089
27117,21.3,0.3,7.2,0.8,32.42125358,31.05313395
27119,20.5,2.3,6.7,1.0,60.26089723,59.37002864
27121,15.6,0.4,1.7,0.7,14.44479796,49.5068406
27123,21.8,11.5,7.5,14.7,92.10944957,97.96372892
27125,18.3,0.7,3.8,0.0,3.945275215,25.54883869
27127,18.7,0.6,3.6,2.6,33.43938912,47.6296532
27129,19.0,0.5,8.7,0.7,47.85237035,50.07954184
27131,17.4,5.7,8.3,2.1,71.4922049,75.78746421
27133,16.7,0.6,3.2,1.1,29.33503023,32.89850461
27135,13.8,0.8,1.5,2.6,61.59720013,0.0
27137,22.0,1.5,1.8,1.0,66.52879415,18.86732421
27139,8.8,4.3,5.3,5.8,83.04167992,95.06840598
27141,9.6,2.8,2.7,1.3,64.49252307,80.49634108
27143,14.6,0.9,9.1,0.7,35.0302259,44.73433026
27145,20.1,6.8,3.5,2.1,81.10085905,91.95036589
27147,17.8,3.3,7.9,0.4,71.20585428,65.98790964
27149,19.8,1.0,6.8,2.3,14.66751511,51.00222717
27151,22.2,1.6,5.3,0.3,18.99459115,61.27903277
27153,23.4,0.6,6.5,0.7,27.33057588,65.31975819
27155,17.8,0.2,3.7,0.1,13.10849507,31.7212854
27157,13.8,0.5,3.0,0.6,49.02958956,47.66146993
27159,27.3,0.8,2.0,0.3,16.19471842,46.07063315
27161,18.2,1.4,6.2,0.8,34.10754057,46.64333439
27163,7.9,4.7,4.3,6.1,86.76423799,97.231944
27165,22.2,0.3,25.9,1.7,36.58924594,43.62074451
27167,15.8,0.9,3.2,0.1,16.7992364,36.23926185
27169,20.5,1.2,3.0,2.6,60.3245307,48.13872097
27171,9.1,1.7,3.1,1.3,79.92363983,91.79128221
27173,18.8,0.7,4.8,0.5,24.65797009,60.67451479
28001,44.0,52.3,9.4,0.6,54.37480115,78.71460388
28003,33.9,12.1,3.3,0.3,69.96500159,84.34616608
28005,40.7,41.2,0.0,0.3,53.16576519,48.80687241
28007,36.4,43.1,2.0,0.1,46.07063315,67.51511295
28009,27.1,33.5,2.7,0.0,16.86286987,61.31084951
28011,46.9,64.0,2.2,0.8,74.51479478,90.83678015
28013,33.0,28.5,6.0,0.2,36.71651289,79.4463888
28015,29.4,35.2,0.2,0.0,16.06745148,58.22462615
28017,37.8,44.1,4.7,0.1,50.14317531,82.24626153
28019,27.8,31.1,0.5,0.0,18.96277442,61.05631562
28021,51.0,87.8,0.0,0.7,41.20267261,65.76519249
28023,32.0,35.9,0.8,0.0,50.65224308,58.3518931
28025,37.8,59.4,0.1,0.5,44.06617881,73.17849189
28027,51.8,76.7,1.6,0.5,67.45147948,87.81419026
28029,32.0,51.8,3.3,0.1,63.0925867,80.97359211
28031,39.5,37.0,2.3,0.0,62.51988546,79.79637289
28033,16.4,28.5,5.0,1.5,90.83678015,90.10499523
28035,36.9,36.9,3.0,0.9,86.54152084,71.33312122
28037,37.4,35.0,0.0,0.0,24.72160356,51.35221126
28039,31.1,7.8,2.9,0.9,87.05058861,53.96118358
28041,21.3,26.2,0.9,0.0,59.72001273,61.85173401
28043,32.5,43.8,0.9,0.1,53.32484887,72.35125676
28045,24.6,7.8,3.8,1.0,88.06872415,71.07858734
28047,28.3,24.7,5.5,2.6,97.20012727,91.98218263
28049,32.7,72.6,1.5,0.7,92.55488387,93.0321349
28051,56.3,83.8,0.5,0.2,61.2153993,73.40120904
28053,56.6,78.1,0.9,0.2,32.38943684,68.05599745
28055,39.3,60.0,1.0,0.0,33.31212218,43.14349348
28057,25.5,7.2,1.7,0.0,32.07126949,76.74196627
28059,24.1,20.9,6.7,2.3,95.99109131,93.9230035
28061,34.5,53.8,0.5,0.0,48.77505568,58.76551066
28063,43.2,81.7,4.3,0.6,12.75851098,62.42443525
28065,37.2,61.2,0.6,0.2,29.9395482,60.45179765
28067,32.7,29.4,4.5,0.4,87.14603882,84.18708241
28069,40.3,62.0,0.3,0.1,24.88068724,54.47025135
28071,31.3,23.5,2.6,2.1,67.10149539,90.00954502
28073,25.3,20.4,2.9,1.4,77.31466752,66.8469615
28075,34.4,43.7,2.3,0.7,85.68246898,84.0916322
28077,36.1,32.8,0.8,0.3,46.2933503,64.36525612
28079,39.4,42.0,4.7,0.3,60.06999682,66.08335985
28081,21.5,29.4,2.8,0.9,79.0009545,93.31848552
28083,48.4,74.7,2.7,0.6,74.96022908,85.39611836
28085,30.5,31.1,1.2,0.5,57.87464206,78.07826917
28087,29.6,43.5,2.1,1.0,77.63283487,89.62774419
28089,16.8,37.9,3.0,2.7,83.10531339,85.04613427
28091,40.5,31.9,1.6,0.6,82.309895,55.42475342
28093,33.4,47.5,3.8,0.0,72.54215717,87.27330576
28095,32.0,30.5,1.3,0.3,63.06076997,88.35507477
28097,43.0,45.2,0.9,0.0,22.27171492,60.26089723
28099,38.6,21.3,2.3,0.5,70.6013363,73.8148266
28101,33.5,30.7,2.0,0.5,57.74737512,64.71524022
28103,40.6,72.2,1.4,0.1,39.35730194,63.15622017
28105,41.4,37.1,1.7,3.2,70.25135221,87.75055679
28107,39.1,48.0,2.0,0.4,66.75151129,89.30957684
28109,23.9,12.8,3.2,0.3,90.00954502,68.40598155
28111,35.6,17.2,1.6,1.2,49.18867324,43.4298441
28113,42.9,53.9,1.6,0.7,77.21921731,67.2923958
28115,26.1,15.1,7.1,0.0,58.86096087,82.97804645
28117,37.4,9.8,1.5,2.5,47.24785237,77.50556793
28119,50.5,72.5,1.0,0.2,31.08495068,69.80591791
28121,16.3,21.3,2.7,1.1,85.39611836,94.27298759
28123,39.8,37.7,11.3,0.3,71.65128858,74.10117722
28125,43.2,74.5,0.4,0.0,29.04867961,57.27012409
28127,30.3,37.0,0.3,0.5,54.75660197,73.68755966
28129,31.4,24.0,0.8,0.5,55.48838689,59.8790964
28131,31.3,17.9,2.1,0.0,82.53261215,47.7251034
28133,44.5,73.9,1.9,0.0,67.83328031,85.9688196
28135,43.5,59.1,5.0,0.5,45.21158129,80.36907413
28137,26.1,30.6,2.7,0.2,62.26535157,86.38243716
28139,37.9,16.4,4.8,0.3,55.01113586,77.15558384
28141,35.7,2.8,3.3,0.1,35.41202673,75.43748011
28143,47.8,80.3,1.0,0.0,64.5243398,75.40566338
28145,24.1,16.5,4.4,0.3,45.33884823,82.2144448
28147,35.9,44.9,2.2,0.1,48.93413936,46.80241807
28149,32.1,49.2,2.1,0.7,76.51924913,92.01399936
28151,46.1,71.8,1.7,0.7,84.21889914,93.15940185
28153,35.7,40.7,1.6,0.2,69.04231626,67.10149539
28155,27.5,19.5,1.5,0.3,18.39007318,62.67896914
28157,45.1,69.5,0.6,0.2,34.26662424,42.5389755
28159,33.4,46.9,1.3,0.0,51.76582883,71.23767101
28161,34.2,39.0,2.3,0.0,23.44893414,74.86477887
28163,48.0,56.8,7.5,0.0,71.71492205,81.45084314
29001,34.1,3.7,2.5,2.3,51.54311168,90.67769647
29003,16.5,1.1,2.5,0.7,49.79319122,81.19630926
29005,23.6,0.4,1.5,0.1,30.22589882,63.31530385
29007,29.4,5.5,3.2,0.1,43.49347757,91.1549475
29009,29.1,0.2,9.4,1.4,77.95100223,86.66878778
29011,32.6,0.2,2.8,0.0,53.13394846,83.29621381
29013,26.4,1.8,2.4,0.3,43.11167674,77.31466752
29015,28.1,0.4,2.1,0.1,56.37925549,93.4775692
29017,30.7,0.6,1.4,0.0,52.78396437,63.28348711
29019,25.3,8.9,3.5,4.4,86.82787146,97.77282851
29021,24.9,4.7,6.5,1.3,69.39230035,83.13713013
29023,34.3,5.0,2.2,0.9,86.98695514,95.99109131
29025,31.0,0.6,2.4,0.5,9.067769647,59.02004454
29027,17.9,4.2,2.1,0.8,60.67451479,95.03658925
29029,21.5,0.8,2.8,0.4,72.3830735,95.60929049
29031,24.5,7.3,2.4,1.8,87.33693923,96.59560929
29033,25.6,0.7,1.7,0.2,42.41170856,81.13267579
29035,27.0,0.1,5.0,0.0,39.16640153,57.68374165
29037,14.6,4.1,4.6,0.6,76.2328985,89.37321031
29039,35.2,0.1,2.3,0.2,32.67578746,70.25135221
29041,21.5,2.1,0.9,0.0,21.57174674,75.59656379
29043,17.9,0.7,3.1,0.6,72.06490614,76.83741648
29045,31.5,0.3,0.8,1.3,24.24435253,72.8285078
29047,15.2,6.0,7.0,2.2,86.89150493,92.45943366
29049,15.7,1.4,2.3,0.5,56.22017181,75.46929685
29051,16.4,11.8,2.9,1.5,74.61024499,91.75946548
29053,21.4,5.7,2.0,0.4,45.11613108,91.66401527
29055,29.4,0.6,2.1,0.3,54.56570156,93.57301941
29057,33.6,0.4,2.2,0.5,29.90773147,78.30098632
29059,33.9,0.0,2.1,0.6,51.67037862,88.7368756
29061,26.7,0.6,1.6,0.2,30.76678333,78.74642062
29063,18.5,8.9,2.6,0.4,31.30766783,74.99204582
29065,32.0,0.5,1.8,0.6,46.16608336,83.00986319
29067,29.6,0.4,2.1,0.1,26.59879096,73.87846007
29069,38.3,10.2,6.8,0.5,83.51893096,87.46420617
29071,17.6,0.7,1.8,0.5,81.64174356,97.04104359
29073,18.2,0.5,0.6,0.9,21.47629653,87.24148902
29075,26.0,0.5,1.8,0.6,33.21667197,67.92873051
29077,26.8,3.0,3.8,2.0,91.40948139,99.04549793
29079,26.8,0.2,2.5,1.1,39.19821826,79.82818963
29081,33.4,0.8,2.5,0.3,27.23512568,76.64651607
29083,27.6,1.2,2.5,0.5,41.23448934,78.58733694
29085,30.1,0.0,1.8,0.5,26.08972319,83.67801464
29087,23.3,1.0,1.0,0.9,23.4171174,60.70633153
29089,21.2,5.6,1.7,0.4,28.41234489,82.88259625
29091,36.7,0.3,2.2,0.7,81.7690105,86.25517022
29093,31.3,0.5,1.8,0.5,51.89309577,87.33693923
29095,22.5,23.0,9.2,1.8,95.60929049,99.61819917
29097,28.0,1.9,8.2,1.2,84.69615017,94.94113904
29099,15.2,0.9,2.0,0.8,87.20967229,94.84568883
29101,22.6,3.9,4.7,2.0,50.52497614,88.57779192
29103,32.4,0.5,1.0,0.7,15.65383392,63.66528794
29105,28.0,0.6,2.6,0.4,69.1695832,94.05027044
29107,22.0,2.3,3.1,0.7,46.83423481,80.14635698
29109,31.4,0.3,7.6,0.1,74.8011454,80.55997455
29111,29.8,3.9,0.9,0.0,23.48075087,80.84632517
29113,18.4,2.1,2.5,0.2,73.11485842,96.75469297
29115,24.8,0.6,2.5,0.4,34.17117404,82.81896277
29117,23.5,2.7,1.9,0.6,42.60260897,81.86446071
29119,35.3,1.9,11.5,1.5,77.47375119,82.69169583
29121,21.7,1.8,1.5,0.7,43.04804327,79.73273942
29123,23.6,0.6,2.4,0.4,53.19758193,89.46866052
29125,25.9,0.3,3.3,0.3,29.55774738,80.90995864
29127,28.4,4.4,1.8,0.5,41.93445752,90.96404709
29129,24.9,0.4,2.6,0.5,13.07667833,63.21985364
29131,23.6,0.5,2.0,0.9,60.80178174,92.61851734
29133,41.8,25.1,2.3,0.0,78.17371938,61.37448298
29135,18.1,3.6,5.0,0.2,42.12535794,90.13681196
29137,26.7,3.2,1.7,0.5,20.5536112,79.57365574
29139,26.5,1.6,2.1,0.1,23.63983455,87.20967229
29141,32.4,1.0,2.3,0.6,57.23830735,93.76391982
29143,35.3,15.7,1.9,0.0,82.88259625,81.99172765
29145,24.2,1.0,5.5,1.4,81.80082724,95.73655743
29147,28.8,2.6,1.8,1.5,57.36557429,84.47343303
29149,42.0,0.1,1.9,0.4,51.98854598,75.53293032
29151,15.4,0.2,0.9,0.0,29.4941139,85.26885142
29153,43.0,0.1,1.8,0.7,38.40279987,81.92809418
29155,44.6,26.7,2.7,0.0,80.62360802,78.0146357
29157,20.5,0.4,2.2,0.9,59.91091314,83.35984728
29159,25.6,3.0,8.9,0.7,70.72860325,96.88195991
29161,29.4,1.8,2.6,3.7,55.5838371,95.22748966
29163,28.0,6.8,2.3,0.5,41.17085587,91.0594973
29165,11.4,6.5,6.3,2.8,74.48297805,84.85523385
29167,27.4,0.9,2.5,0.3,63.82437162,93.12758511
29169,23.6,10.8,11.3,2.7,71.23767101,95.86382437
29171,23.1,0.3,1.4,0.1,16.16290169,66.27426026
29173,21.4,1.7,1.0,0.6,12.66306077,78.36461979
29175,25.9,5.9,2.2,0.6,45.7524658,90.7095132
29177,19.2,1.1,2.6,0.2,30.06681514,72.70124085
29179,29.2,1.3,0.8,0.4,37.83009863,76.55106586
29181,39.8,0.7,1.5,0.6,54.18390073,82.59624563
29183,8.3,4.5,3.4,2.6,93.00031817,98.21826281
29185,31.0,0.6,2.3,0.2,12.85396118,62.07445116
29186,19.5,2.2,1.2,0.4,47.31148584,90.58224626
29187,26.5,4.1,1.6,0.4,79.25548839,97.58192809
29189,15.2,24.2,3.0,4.4,98.53643016,99.93636653
29195,25.4,5.0,10.6,0.7,46.48425072,88.10054088
29197,24.2,0.3,2.2,0.2,7.699650016,63.0925867
29199,26.8,0.0,0.0,0.0,21.50811327,66.36971047
29201,29.0,11.1,2.4,0.4,87.81419026,92.36398346
29203,36.2,0.1,1.3,0.0,34.01209036,70.28316895
29205,32.6,1.6,2.2,0.1,20.01272669,74.2602609
29207,30.4,1.4,1.8,0.0,80.46452434,80.71905822
29209,25.9,0.2,2.3,0.5,58.12917595,88.99140948
29211,28.4,3.1,18.3,0.0,18.54915686,69.58320076
29213,27.3,1.8,6.1,0.7,74.32389437,94.46388801
29215,37.9,2.0,2.2,1.8,59.65637926,89.53229399
29217,31.3,0.4,2.2,0.7,36.65287941,77.09195037
29219,21.1,1.8,3.5,0.5,64.87432389,95.10022272
29221,33.0,2.1,1.5,0.1,55.1384028,93.95482024
29223,38.6,0.6,1.9,0.7,65.00159084,66.59242762
29225,27.7,0.6,2.1,0.3,66.27426026,91.28221444
29227,24.5,0.6,2.4,0.0,4.517976456,49.09322304
29229,38.9,0.1,2.1,0.5,52.30671333,85.01431753
29510,31.4,45.4,4.1,3.4,95.3547566,99.52274897
30001,27.3,0.1,4.9,0.2,17.88100541,0.0
30003,43.1,0.0,5.9,0.2,30.35316577,65.12885778
30005,37.1,0.5,3.4,0.1,15.81291759,43.68437798
30007,19.6,0.1,2.9,0.0,5.472478524,0.0
30009,16.7,0.5,2.5,0.4,25.10340439,73.59210945
30011,23.6,0.0,0.0,0.0,2.322621699,33.08940503
30013,23.4,1.4,4.7,0.8,55.77473751,0.0
30015,24.8,0.2,0.8,0.5,6.045179765,30.16226535
30017,19.0,0.7,3.5,0.5,35.88927776,63.72892141
30019,18.2,0.0,1.8,0.9,2.799872733,28.28507795
30021,17.2,0.5,3.0,0.3,14.50843143,67.54692969
30023,34.7,1.5,3.5,0.6,8.654152084,0.0
30025,15.1,0.0,1.3,1.0,3.436207445,46.35698377
30027,23.0,0.7,1.3,1.5,9.76773783,47.24785237
30029,20.3,0.4,3.0,0.6,83.90073178,32.96213808
30031,18.5,0.4,3.9,1.3,69.77410118,19.09004136
30033,21.2,0.6,0.3,0.0,2.195354757,28.18962774
30035,43.1,0.4,3.2,0.3,17.08558702,0.0
30037,24.0,0.0,10.7,0.0,0.540884505,22.84441616
30039,23.1,0.2,2.3,0.3,10.14953866,0.0
30041,29.9,0.3,3.8,0.4,14.76296532,41.87082405
30043,13.2,0.7,2.7,0.1,12.153993,0.0
30045,22.4,0.0,3.3,0.0,0.954502068,17.690105
30047,27.9,0.3,4.4,0.5,68.21508113,18.61279033
30049,17.1,0.3,3.5,0.6,51.16131085,0.0
30051,30.6,0.0,1.1,0.0,2.131721285,0.0
30053,29.6,0.2,3.2,0.4,36.49379574,50.0477251
30055,14.0,0.0,3.8,2.5,3.69074133,34.5847916
30057,14.5,0.0,4.3,0.1,17.72192173,0.0
30059,19.5,0.1,5.2,0.4,0.859051861,18.45370665
30061,30.5,1.0,2.1,0.7,8.908685969,28.82596246
30063,21.3,0.5,3.4,2.0,78.0146357,27.26694241
30065,25.3,0.0,2.7,0.7,14.82659879,44.12981228
30067,20.3,0.4,3.1,0.4,23.73528476,61.94718422
30069,29.1,0.0,0.0,3.2,0.254533885,21.66719695
30071,22.8,0.0,3.0,0.6,9.863188037,49.12503977
30073,24.9,0.1,0.7,0.3,6.490614063,0.0
30075,21.0,0.0,4.7,0.0,5.313394846,29.9395482
30077,22.1,0.7,2.1,0.4,12.12217626,0.0
30079,36.0,0.0,1.5,1.9,1.59083678,29.46229717
30081,20.6,0.2,3.5,0.6,88.25962456,18.32643971
30083,12.3,0.0,5.5,0.0,20.83996182,72.31944003
30085,44.9,0.2,3.4,0.7,48.1705377,68.97868279
30087,29.4,0.3,4.8,0.7,6.999681833,59.17912822
30089,32.6,0.3,3.2,0.4,17.40375437,39.26185173
30091,19.9,0.0,4.3,0.5,8.145084314,39.54820235
30093,26.3,0.3,4.7,0.7,54.78841871,0.0
30095,12.8,0.1,4.0,0.2,15.27203309,74.16481069
30097,16.7,0.0,3.3,0.2,11.35857461,40.50270442
30099,23.3,0.7,0.5,0.1,6.554247534,0.0
30101,24.5,0.5,3.2,0.2,4.390709513,0.0
30103,22.3,0.0,0.3,0.8,1.622653516,25.23067133
30105,26.8,0.4,0.9,0.2,35.28475978,56.88832326
30107,32.9,0.0,1.8,0.8,4.454342984,22.23989819
30109,20.7,0.0,7.3,0.5,1.845370665,33.72573974
30111,18.4,0.5,5.9,0.7,59.11549475,93.98663697
31001,21.1,0.5,10.8,1.3,77.02831689,32.83487114
31003,19.4,1.0,3.4,0.3,22.68533248,34.96659243
31005,26.0,0.0,1.6,0.0,1.018135539,0.0
31007,15.9,0.0,6.7,0.9,1.972637607,0.0
31009,12.2,0.0,0.0,0.0,0.413617563,20.1081769
31011,19.5,0.1,2.3,0.4,28.12599427,33.91664015
31013,19.2,3.7,12.7,0.8,20.36271079,0.0
31015,19.3,0.2,3.0,0.2,5.408845052,20.04454343
31017,22.5,0.0,2.5,0.4,8.208717786,27.42602609
31019,21.3,0.8,9.3,1.4,79.4463888,40.02545339
31021,21.0,0.3,3.2,0.3,32.77123767,31.21221763
31023,17.5,0.1,3.9,0.2,38.56188355,32.07126949
31025,14.2,0.3,3.5,0.3,41.998091,31.65765192
31027,12.1,0.1,2.0,0.0,32.89850461,34.93477569
31029,18.9,0.1,14.1,0.7,42.66624244,26.37607381
31031,27.6,0.2,1.9,1.3,14.25389755,30.3849825
31033,19.9,0.6,7.3,0.8,34.83932549,0.0
31035,18.9,0.3,9.0,0.0,64.14253898,25.67610563
31037,22.0,3.8,45.5,0.7,46.96150175,37.76646516
31039,15.8,0.3,10.0,0.2,36.9074133,35.69837735
31041,22.8,0.1,3.3,0.7,29.74864779,46.92968501
31043,20.6,5.7,39.0,3.3,56.98377346,62.1062679
31045,21.1,2.7,5.5,0.6,10.62678969,0.0
31047,20.0,6.2,33.5,0.8,78.81005409,67.99236398
31049,17.8,0.2,9.4,0.6,5.122494432,0.0
31051,19.0,0.1,14.2,0.4,27.64874324,40.27998727
31053,22.5,0.9,13.5,0.6,79.47820554,75.15112949
31055,18.7,10.7,12.8,4.0,95.67292396,92.33216672
31057,25.3,0.2,8.8,0.0,12.56761056,0.0
31059,13.1,0.2,4.0,0.9,53.92936685,23.57620108
31061,26.3,0.4,2.4,0.3,35.69837735,20.61724467
31063,17.2,0.8,2.1,0.1,19.2173083,27.90327712
31065,21.9,0.2,4.5,0.3,59.17912822,38.18008272
31067,21.2,0.6,2.7,0.6,56.72923958,31.24403436
31069,24.3,0.0,5.0,0.2,7.604199809,0.0
31071,16.0,0.1,1.9,0.1,1.877187401,21.85809736
31073,16.3,0.2,4.0,0.4,26.47152402,25.16703786
31075,25.4,0.7,0.0,0.1,1.272669424,17.30830417
31077,18.6,0.3,2.2,0.1,26.94877506,25.13522113
31079,21.4,2.7,28.6,1.1,84.28253261,46.83423481
31081,8.7,0.1,3.7,0.5,60.86541521,23.22621699
31083,17.5,0.8,3.3,1.4,50.9385937,33.66210627
31085,24.4,0.0,7.1,0.0,4.899777283,20.20362711
31087,21.4,0.0,1.5,0.0,8.97231944,24.02163538
31089,16.9,0.2,5.1,0.4,23.19440025,25.03977092
31091,14.0,0.5,7.2,0.0,0.79541839,19.88545975
31093,17.7,0.2,2.6,0.3,52.14762965,21.50811327
31095,20.6,0.7,4.4,0.4,28.82596246,31.08495068
31097,15.3,5.3,10.2,1.2,13.64937957,28.92141266
31099,20.8,0.1,7.1,0.5,58.70187719,21.9853643
31101,22.2,1.6,7.5,0.4,20.80814508,0.0
31103,28.2,0.0,1.3,0.0,0.604517976,20.42634426
31105,26.4,0.1,9.3,0.3,10.91314031,0.0
31107,18.8,0.3,3.1,0.4,35.85746102,32.2621699
31109,19.3,3.8,7.3,4.2,92.80941775,31.75310213
31111,19.2,1.3,9.1,0.7,59.52911231,66.49697741
31113,23.3,0.0,2.9,0.0,1.209035953,20.74451161
31115,21.4,0.0,8.4,0.0,0.699968183,20.36271079
31117,19.8,0.0,1.2,0.0,0.127266942,19.50365892
31119,22.4,1.2,15.4,1.8,67.16512886,35.76201082
31121,20.5,0.7,4.9,1.1,59.30639516,22.33534839
31123,18.0,0.3,15.5,0.8,28.79414572,0.0
31125,20.7,0.3,2.8,0.0,37.16194718,28.47597836
31127,21.4,1.3,2.9,0.7,24.46706968,31.68946866
31129,19.9,0.3,2.9,1.1,37.86191537,22.04899777
31131,18.2,0.7,8.1,0.2,40.94813872,34.10754057
31133,30.5,0.2,1.9,0.0,11.19949093,27.01240853
31135,12.4,0.2,4.4,0.0,20.48997773,0.0
31137,18.9,0.1,5.9,0.2,64.71524022,46.1979001
31139,14.7,0.1,2.1,0.3,19.59910913,34.52115813
31141,15.4,0.6,19.9,0.8,75.2465797,35.09385937
31143,15.2,0.1,5.8,0.0,59.75182946,21.69901368
31145,18.2,0.6,5.5,0.1,39.13458479,36.14381164
31147,23.0,0.3,2.0,0.1,21.76264715,30.76678333
31149,14.1,1.7,0.8,0.0,3.18167356,21.88991409
31151,29.8,1.2,25.6,3.2,70.91950366,34.23480751
31153,10.3,3.8,9.7,2.6,88.16417436,31.59401845
31155,12.3,0.6,2.3,0.3,50.11135857,31.14858416
31157,23.0,0.6,24.4,0.7,59.97454661,0.0
31159,14.8,0.7,2.7,0.4,58.09735921,32.32580337
31161,28.0,1.7,5.8,1.1,20.61724467,17.49920458
31163,19.8,0.2,2.3,0.7,27.42602609,20.68087814
31165,29.5,2.9,4.2,0.0,6.331530385,0.0
31167,13.4,2.0,6.0,0.2,16.95832008,31.49856825
31169,20.6,0.5,2.8,0.0,59.94272988,23.16258352
31171,12.5,0.0,0.0,0.0,0.318167356,20.13999364
31173,33.4,0.2,6.9,0.7,40.27998727,50.97041044
31175,16.3,0.4,2.3,0.0,26.1851734,28.60324531
31177,12.4,0.5,2.9,0.3,54.2475342,31.56220172
31179,19.2,1.2,6.3,0.7,26.75787464,32.23035317
31181,20.4,0.2,5.3,0.0,59.05186128,20.9990455
31183,26.6,0.0,2.0,0.1,1.368119631,20.29907731
31185,14.8,1.5,5.2,0.2,68.91504932,29.74864779
32001,21.8,2.6,14.4,2.8,73.40120904,30.67133312
32003,22.7,11.5,31.3,9.7,99.30003182,99.96818326
32005,13.0,0.7,12.8,1.7,87.27330576,42.02990773
32007,19.0,1.3,24.4,1.2,92.84123449,44.51161311
32009,34.8,1.5,25.5,0.0,32.61215399,24.78523703
32011,26.0,0.1,4.9,0.6,50.20680878,20.83996182
32013,22.2,1.0,27.2,0.9,82.97804645,33.43938912
32015,27.5,0.1,24.6,0.1,60.73814827,25.1988546
32017,13.7,3.7,11.0,0.9,53.45211581,33.28030544
32019,19.6,0.9,17.6,1.3,87.846007,37.06649698
32021,38.6,2.9,14.0,1.4,31.65765192,24.68978683
32023,25.9,2.1,15.1,1.7,78.9055043,98.5682469
32027,17.2,3.2,24.5,1.9,55.74292078,23.13076678
32029,13.4,2.7,2.6,0.8,58.63824372,19.82182628
32031,19.4,2.2,24.7,5.4,98.63188037,60.29271397
32033,20.2,6.2,16.5,0.9,17.30830417,22.14444798
32510,21.1,1.9,24.2,2.6,90.55042953,30.19408209
33001,13.9,0.6,1.8,1.0,47.08876869,24.18071906
33003,15.2,0.5,1.5,0.7,59.3382119,18.96277442
33005,16.7,0.8,1.9,0.9,60.29271397,32.48488705
33007,22.6,1.9,1.9,0.5,41.45720649,0.0
33009,17.2,1.2,2.5,3.5,66.4015272,0.0
33011,12.2,2.2,7.1,4.2,88.57779192,75.692014
33013,11.8,1.4,2.3,2.1,74.38752784,41.48902323
33015,8.1,0.8,3.1,2.0,83.96436526,64.46070633
33017,15.3,1.0,2.7,3.5,62.67896914,50.11135857
33019,19.1,0.6,1.7,0.8,31.8167356,22.55806554
34001,21.9,13.6,19.1,7.8,96.94559338,95.76837416
34003,10.8,5.3,20.4,16.4,98.69551384,96.2456252
34005,10.5,16.1,8.3,5.1,92.96850143,97.6773783
34007,19.2,18.2,17.2,5.8,91.18676424,98.34552975
34009,16.5,3.9,8.0,0.6,95.00477251,94.52752148
34011,28.3,18.5,31.3,1.3,91.82309895,91.72764874
34013,23.9,38.0,23.3,5.4,92.74578428,98.60006363
34015,11.4,10.0,6.5,3.1,84.72796691,90.48679605
34017,22.6,10.5,42.6,15.5,95.38657334,97.35921094
34019,6.8,2.5,6.8,4.2,79.38275533,85.33248489
34021,17.1,19.6,17.9,11.5,93.0321349,98.15462934
34023,13.5,9.5,21.3,24.4,95.86382437,98.25007954
34025,10.9,6.5,10.9,5.4,96.43652561,98.40916322
34027,8.1,3.1,13.5,10.5,90.7095132,88.13235762
34029,16.5,2.8,9.3,1.8,97.231944,97.29557747
34031,23.7,10.3,41.9,5.3,89.65956093,95.3547566
34033,22.0,13.4,9.5,0.9,80.08272351,69.04231626
34035,8.3,9.4,14.7,18.1,93.41393573,93.54120267
34037,8.9,2.1,8.6,2.0,70.18771874,72.95577474
34039,16.1,20.2,32.0,5.2,92.42761693,98.28189628
34041,12.2,4.5,9.7,2.7,75.31021317,77.63283487
35001,26.1,2.4,50.3,2.6,89.46866052,0.0
35003,44.9,0.4,17.0,0.0,31.94400255,0.0
35005,34.5,1.4,57.6,1.0,56.1247216,18.04008909
35006,37.4,1.2,38.8,0.2,25.89882278,0.0
35007,36.2,0.7,49.5,0.3,66.81514477,0.0
35009,32.4,5.0,42.8,1.4,65.60610881,0.0
35011,28.0,4.3,64.2,0.0,2.354438435,0.0
35013,38.1,1.5,68.6,1.0,87.62328985,19.15367483
35015,24.7,1.4,50.0,0.7,48.48870506,70.0604518
35017,37.3,0.4,50.4,0.7,61.18358256,18.19917276
35019,25.3,1.7,71.3,0.2,2.768055997,0.0
35021,36.6,0.0,39.8,0.0,0.222717149,0.0
35023,36.6,0.9,58.7,0.0,14.41298123,19.02640789
35025,27.4,3.3,59.7,0.6,87.65510659,70.98313713
35027,25.4,1.8,33.5,0.1,79.22367165,0.0
